FightID,weapon_jedai,armour_jedai,weapon_calmtrooper,armour_calmtrooper,injuries,number_of_fights,force_level,accuracy_calmtrooper,fight_planet,weather_conditions,surprise_attack,moral_jedai,moral_calmtrooper,winner
3904,Double Lightsaber,94.2%,Experimental Weapon,45.5%,Both,207.1,90.0,40.0,Nabira,Storm,FALSE,91.3,25.4,1
7932,Ancient Jedai Blade,67.1%,Heavy Blaster,66.9%,Calmtrooper,243.9,49.3,94.9,Hroth,Storm,FALSE,47.7,61.1,0
3277,Double Lightsaber,88.0%,Experimental Weapon,41.3%,Calmtrooper,83.4,74.7,57.8,Hroth,Storm,TRUE,68.7,37.5,1
5834,Double Lightsaber,96.4%,Experimental Weapon,38.0%,Calmtrooper,188.3,70.5,71.2,Corsavant,Storm,FALSE,79.2,19.0,1
840,Single Lightsaber,53.0%,Standard Blaster,74.0%,Jedai,62.7,20.7,78.0,Hroth,Sandstorm,TRUE,49.8,75.2,0
1631,Single Lightsaber,51.1%,Standard Blaster,85.1%,Jedai,167.2,26.4,77.3,Mustran,Snow,FALSE,35.2,86.4,0
6148,Ancient Jedai Blade,73.7%,Heavy Blaster,64.7%,Both,220.6,53.2,73.7,Corsavant,Sandstorm,TRUE,44.0,62.6,0
1363,Single Lightsaber,50.3%,Standard Blaster,76.0%,Jedai,163.4,29.0,67.5,Mustran,Storm,FALSE,32.4,82.4,0
5731,Double Lightsaber,83.8%,Experimental Weapon,39.0%,Both,119.5,78.5,73.7,Tavooine,Snow,FALSE,74.4,33.9,1
2234,Single Lightsaber,51.8%,Standard Blaster,85.4%,Jedai,185.3,35.2,92.1,Hroth,Storm,TRUE,37.6,60.9,0
8787,Ancient Jedai Blade,63.6%,Heavy Blaster,68.2%,Both,144.3,48.7,40.4,Hroth,Clear,TRUE,78.6,73.5,0
3177,Double Lightsaber,88.6%,Experimental Weapon,31.5%,Calmtrooper,214.2,92.6,72.7,Kamira,Clear,TRUE,62.1,50.0,1
3473,Double Lightsaber,82.9%,Experimental Weapon,42.6%,Calmtrooper,172.7,78.9,32.5,Nabira,Storm,FALSE,64.0,45.2,1
1465,Single Lightsaber,52.4%,Standard Blaster,79.4%,Jedai,213.4,24.0,79.1,Eldor,Clear,FALSE,54.4,64.4,0
1712,Single Lightsaber,56.4%,Standard Blaster,79.6%,Jedai,174.5,32.0,32.2,Eldor,Sandstorm,FALSE,34.7,71.9,0
5484,Double Lightsaber,91.7%,Experimental Weapon,50.1%,Calmtrooper,211.6,76.7,70.2,Eldor,Storm,TRUE,66.9,38.3,1
8052,Ancient Jedai Blade,65.5%,Heavy Blaster,63.5%,Both,246.1,48.4,72.4,Nabira,Sandstorm,FALSE,53.8,62.3,0
1526,Single Lightsaber,47.8%,Standard Blaster,76.5%,Jedai,0.5,31.4,66.1,Hroth,Storm,TRUE,41.7,76.4,0
2135,Single Lightsaber,54.6%,Standard Blaster,77.2%,Both,223.7,27.3,74.0,Kamira,Storm,TRUE,53.6,82.5,0
1309,Single Lightsaber,48.2%,Standard Blaster,72.7%,Both,216.4,35.2,57.2,Mustran,Sandstorm,TRUE,48.5,75.5,0
8689,Ancient Jedai Blade,59.8%,Heavy Blaster,56.0%,Jedai,147.2,52.0,78.3,Eldor,Storm,TRUE,65.6,61.7,0
2894,Single Lightsaber,60.8%,Standard Blaster,78.6%,Both,243.9,22.8,57.7,Corsavant,Clear,FALSE,55.3,42.6,0
1571,Single Lightsaber,50.2%,Standard Blaster,80.8%,Jedai,181.4,26.8,51.2,Nabira,Clear,FALSE,46.7,68.5,0
7193,Ancient Jedai Blade,74.3%,Heavy Blaster,72.8%,Jedai,109.7,54.6,50.1,Corsavant,Sandstorm,TRUE,71.9,70.8,0
8346,Ancient Jedai Blade,66.3%,Heavy Blaster,68.3%,Both,45.2,54.9,92.0,Corsavant,Sandstorm,TRUE,61.7,43.2,0
629,Single Lightsaber,55.5%,Standard Blaster,80.0%,Jedai,4.0,39.0,36.0,Nabira,Storm,TRUE,45.6,64.0,0
449,Single Lightsaber,50.0%,Standard Blaster,84.0%,Jedai,63.0,27.3,83.5,Tavooine,Clear,TRUE,39.3,85.9,0
8213,Ancient Jedai Blade,61.7%,Heavy Blaster,73.2%,Calmtrooper,75.4,51.9,70.3,Eldor,Snow,FALSE,55.6,60.4,0
8341,Ancient Jedai Blade,73.0%,Heavy Blaster,66.4%,Calmtrooper,34.6,55.8,42.1,Eldor,Snow,TRUE,47.1,63.8,0
7241,Ancient Jedai Blade,64.9%,Heavy Blaster,71.3%,Both,170.8,45.8,86.5,Nabira,Storm,TRUE,66.2,65.9,0
7770,Ancient Jedai Blade,63.0%,Heavy Blaster,64.3%,Both,202.8,55.7,42.5,Tavooine,Sandstorm,TRUE,71.0,51.0,1
8524,Ancient Jedai Blade,64.3%,Heavy Blaster,63.7%,Both,191.1,56.6,80.1,Eldor,Snow,FALSE,53.8,52.9,0
8229,Ancient Jedai Blade,60.1%,Heavy Blaster,62.2%,Both,165.3,59.6,48.6,Corsavant,Clear,FALSE,44.9,56.3,1
7610,Ancient Jedai Blade,66.3%,Heavy Blaster,60.2%,Jedai,87.6,54.1,50.4,Hroth,Storm,TRUE,48.3,50.0,1
8086,Ancient Jedai Blade,71.6%,Heavy Blaster,63.4%,Jedai,149.9,49.6,47.4,Corsavant,Sandstorm,TRUE,60.6,61.2,1
353,Single Lightsaber,45.9%,Standard Blaster,76.2%,Jedai,54.5,28.7,90.8,Eldor,Clear,TRUE,26.4,63.6,0
7672,Ancient Jedai Blade,66.1%,Heavy Blaster,63.5%,Calmtrooper,172.6,62.6,38.9,Nabira,Clear,TRUE,68.0,34.7,1
5413,Double Lightsaber,86.6%,Experimental Weapon,39.1%,Calmtrooper,196.6,75.9,92.7,Eldor,Sandstorm,FALSE,75.1,39.7,1
7967,Ancient Jedai Blade,64.3%,Heavy Blaster,65.2%,Calmtrooper,43.0,56.3,31.1,Tavooine,Snow,TRUE,54.7,39.0,1
285,Single Lightsaber,52.9%,Standard Blaster,72.9%,Jedai,75.6,27.9,93.4,Eldor,Storm,FALSE,35.2,57.4,0
2463,Single Lightsaber,49.1%,Standard Blaster,78.7%,Jedai,54.0,34.4,51.3,Hroth,Sandstorm,TRUE,34.4,69.6,0
6423,Ancient Jedai Blade,60.8%,Heavy Blaster,65.8%,Both,15.6,54.8,70.0,Kamira,Clear,TRUE,58.5,57.5,0
4841,Double Lightsaber,74.8%,Experimental Weapon,41.5%,Both,97.5,82.0,69.0,Kamira,Storm,FALSE,88.3,22.8,1
4025,Double Lightsaber,83.7%,Experimental Weapon,42.1%,Calmtrooper,128.2,74.6,39.2,Kamira,Storm,FALSE,72.1,46.5,1
3354,Double Lightsaber,90.4%,Experimental Weapon,43.3%,Both,119.8,89.2,94.7,Hroth,Sandstorm,TRUE,83.9,37.7,1
3881,Double Lightsaber,84.4%,Experimental Weapon,39.8%,Calmtrooper,138.0,78.6,78.9,Eldor,Snow,FALSE,78.3,24.4,1
6821,Ancient Jedai Blade,64.4%,Heavy Blaster,58.6%,Calmtrooper,202.2,48.1,70.8,Nabira,Snow,TRUE,59.5,71.9,0
1647,Single Lightsaber,51.3%,Standard Blaster,80.0%,Jedai,58.6,28.3,42.6,Nabira,Clear,TRUE,29.5,76.3,0
6331,Ancient Jedai Blade,70.2%,Heavy Blaster,61.6%,Both,156.8,46.4,45.8,Eldor,Sandstorm,TRUE,62.0,53.4,1
5979,Double Lightsaber,93.1%,Experimental Weapon,33.5%,Calmtrooper,159.3,84.5,90.0,Hroth,Snow,FALSE,74.1,29.1,1
4241,Double Lightsaber,82.9%,Experimental Weapon,30.4%,Calmtrooper,114.8,80.0,49.9,Hroth,Snow,FALSE,74.5,25.8,1
1190,Single Lightsaber,49.9%,Standard Blaster,73.8%,Both,222.2,36.5,60.2,Kamira,Sandstorm,FALSE,34.4,80.0,0
1730,Single Lightsaber,53.0%,Standard Blaster,75.6%,Jedai,170.6,37.9,94.0,Hroth,Sandstorm,TRUE,22.4,79.1,0
3706,Double Lightsaber,80.6%,Experimental Weapon,37.7%,Calmtrooper,88.4,85.6,60.2,Mustran,Snow,FALSE,84.3,29.9,1
5713,Double Lightsaber,78.6%,Experimental Weapon,30.2%,Calmtrooper,44.8,82.3,56.4,Hroth,Snow,TRUE,74.9,25.5,1
3577,Double Lightsaber,81.1%,Experimental Weapon,46.8%,Calmtrooper,125.0,75.0,41.3,Hroth,Clear,FALSE,80.2,44.8,1
906,Single Lightsaber,50.9%,Standard Blaster,88.0%,Both,51.2,39.3,54.1,Mustran,Snow,TRUE,22.3,86.3,0
2250,Single Lightsaber,41.2%,Standard Blaster,75.5%,Jedai,123.5,32.9,72.0,Kamira,Sandstorm,TRUE,45.3,63.0,0
6290,Ancient Jedai Blade,71.5%,Heavy Blaster,68.1%,Jedai,229.1,57.0,70.7,Hroth,Storm,TRUE,47.1,47.8,0
4917,Double Lightsaber,74.9%,Experimental Weapon,36.5%,Calmtrooper,83.6,81.3,40.5,Tavooine,Sandstorm,TRUE,90.7,21.0,1
1870,Single Lightsaber,53.8%,Standard Blaster,75.0%,Jedai,205.8,21.0,47.7,Mustran,Clear,FALSE,25.5,52.4,0
1945,Single Lightsaber,47.6%,Standard Blaster,90.2%,Jedai,18.9,29.2,67.6,Kamira,Snow,TRUE,33.2,65.1,0
5077,Double Lightsaber,76.9%,Experimental Weapon,45.3%,Calmtrooper,76.8,89.7,87.2,Nabira,Sandstorm,TRUE,86.9,41.5,1
7320,Ancient Jedai Blade,59.1%,Heavy Blaster,74.0%,Both,85.7,53.9,32.7,Kamira,Snow,TRUE,68.4,63.5,1
3182,Double Lightsaber,94.3%,Experimental Weapon,44.5%,Calmtrooper,119.6,72.4,31.3,Kamira,Sandstorm,TRUE,71.9,29.3,1
4855,Double Lightsaber,84.6%,Experimental Weapon,37.6%,Calmtrooper,196.3,87.4,47.9,Corsavant,Storm,FALSE,94.5,37.3,1
5172,Double Lightsaber,84.9%,Experimental Weapon,41.4%,Both,29.4,84.8,56.4,Hroth,Snow,FALSE,93.7,43.6,1
4781,Double Lightsaber,82.8%,Experimental Weapon,51.1%,Both,235.9,83.2,60.5,Mustran,Clear,TRUE,87.3,26.0,1
4919,Double Lightsaber,72.3%,Experimental Weapon,37.4%,Calmtrooper,170.2,80.5,92.5,Nabira,Storm,FALSE,97.9,38.2,1
3086,Double Lightsaber,84.3%,Experimental Weapon,37.7%,Calmtrooper,130.8,86.6,30.6,Corsavant,Snow,TRUE,90.0,55.7,1
3475,Double Lightsaber,90.2%,Experimental Weapon,46.7%,Calmtrooper,227.1,82.0,92.5,Corsavant,Storm,FALSE,79.1,40.8,1
4158,Double Lightsaber,80.4%,Experimental Weapon,31.8%,Calmtrooper,46.0,86.6,43.0,Nabira,Sandstorm,TRUE,89.8,32.6,1
2748,Single Lightsaber,48.0%,Standard Blaster,84.9%,Jedai,69.2,30.7,67.3,Hroth,Sandstorm,TRUE,38.3,72.3,0
6687,Ancient Jedai Blade,60.2%,Heavy Blaster,63.0%,Both,148.2,59.2,57.6,Eldor,Clear,TRUE,75.0,48.7,1
3441,Double Lightsaber,78.0%,Experimental Weapon,30.0%,Calmtrooper,136.9,85.5,50.3,Eldor,Clear,FALSE,79.1,21.2,1
772,Single Lightsaber,53.0%,Standard Blaster,70.1%,Jedai,18.1,32.0,73.8,Corsavant,Clear,TRUE,35.3,66.6,0
4004,Double Lightsaber,90.8%,Experimental Weapon,31.7%,Both,31.6,78.7,64.2,Tavooine,Sandstorm,FALSE,92.0,30.2,1
2815,Single Lightsaber,49.8%,Standard Blaster,83.3%,Both,39.9,31.7,55.4,Eldor,Snow,FALSE,37.1,70.3,0
5707,Double Lightsaber,92.9%,Experimental Weapon,34.6%,Calmtrooper,244.3,84.2,63.8,Mustran,Clear,TRUE,90.7,47.2,1
355,Single Lightsaber,51.2%,Standard Blaster,73.9%,Jedai,46.1,22.3,43.1,Corsavant,Snow,FALSE,41.3,64.1,0
5206,Double Lightsaber,87.7%,Experimental Weapon,46.4%,Calmtrooper,173.3,78.8,78.5,Hroth,Sandstorm,FALSE,76.5,32.4,1
7867,Ancient Jedai Blade,68.0%,Heavy Blaster,69.7%,Jedai,153.5,61.6,76.4,Mustran,Sandstorm,FALSE,78.9,61.8,0
2618,Single Lightsaber,46.1%,Standard Blaster,83.8%,Jedai,118.1,27.6,49.3,Kamira,Snow,FALSE,52.7,68.6,0
65,Single Lightsaber,47.9%,Standard Blaster,77.6%,Jedai,77.9,28.4,44.8,Corsavant,Clear,TRUE,35.3,66.0,0
7906,Ancient Jedai Blade,71.5%,Heavy Blaster,69.7%,Calmtrooper,236.2,52.9,57.2,Tavooine,Clear,FALSE,65.8,59.3,0
5539,Double Lightsaber,83.5%,Experimental Weapon,33.8%,Both,234.3,81.9,59.2,Hroth,Storm,FALSE,69.4,47.1,1
8001,Ancient Jedai Blade,67.8%,Heavy Blaster,66.4%,Calmtrooper,15.0,54.2,70.8,Eldor,Snow,TRUE,66.8,59.0,0
314,Single Lightsaber,47.3%,Standard Blaster,89.3%,Both,23.9,32.3,50.7,Corsavant,Snow,TRUE,22.5,65.6,0
7502,Ancient Jedai Blade,67.4%,Heavy Blaster,66.8%,Calmtrooper,104.4,61.8,78.7,Eldor,Snow,FALSE,73.2,68.1,0
5893,Double Lightsaber,92.6%,Experimental Weapon,30.0%,Calmtrooper,244.3,76.9,38.7,Eldor,Snow,TRUE,85.3,26.8,1
3638,Double Lightsaber,80.8%,Experimental Weapon,47.5%,Both,31.0,77.3,70.2,Nabira,Snow,FALSE,94.3,44.2,1
2706,Single Lightsaber,53.7%,Standard Blaster,75.5%,Jedai,171.5,38.6,65.7,Corsavant,Sandstorm,TRUE,29.4,78.8,0
8640,Ancient Jedai Blade,68.4%,Heavy Blaster,56.8%,Calmtrooper,116.1,64.3,90.7,Hroth,Snow,TRUE,55.1,55.1,0
974,Single Lightsaber,51.9%,Standard Blaster,80.5%,Both,208.1,23.9,85.0,Nabira,Storm,FALSE,31.1,87.3,0
4029,Double Lightsaber,84.5%,Experimental Weapon,30.6%,Calmtrooper,237.3,77.7,62.9,Eldor,Storm,FALSE,78.7,35.9,1
5291,Double Lightsaber,91.6%,Experimental Weapon,38.6%,Calmtrooper,157.2,70.8,34.6,Eldor,Snow,FALSE,73.3,40.7,1
8768,Ancient Jedai Blade,57.3%,Heavy Blaster,67.2%,Both,55.1,55.0,42.5,Mustran,Clear,FALSE,61.5,69.3,0
192,Single Lightsaber,62.7%,Standard Blaster,78.5%,Jedai,159.5,34.0,78.2,Nabira,Storm,TRUE,43.1,70.6,0
5569,Double Lightsaber,91.5%,Experimental Weapon,40.7%,Both,94.5,89.9,37.2,Nabira,Sandstorm,TRUE,75.8,45.6,1
1964,Single Lightsaber,49.7%,Standard Blaster,75.9%,Jedai,179.3,31.3,43.0,Mustran,Snow,TRUE,37.4,72.7,0
8585,Ancient Jedai Blade,68.4%,Heavy Blaster,62.5%,Calmtrooper,126.0,52.0,88.4,Nabira,Storm,TRUE,76.2,68.8,0
3303,Double Lightsaber,85.6%,Experimental Weapon,39.6%,Calmtrooper,125.4,77.0,68.9,Hroth,Clear,TRUE,76.9,45.1,1
4396,Double Lightsaber,88.7%,Experimental Weapon,39.4%,Calmtrooper,208.6,91.0,59.1,Mustran,Storm,TRUE,68.7,26.2,1
3228,Double Lightsaber,81.2%,Experimental Weapon,38.2%,Both,123.1,91.0,84.2,Kamira,Snow,FALSE,83.0,24.4,1
2418,Single Lightsaber,46.9%,Standard Blaster,79.1%,Jedai,207.6,30.8,47.4,Nabira,Storm,TRUE,22.8,82.2,0
8487,Ancient Jedai Blade,65.2%,Heavy Blaster,65.3%,Both,221.8,61.2,49.9,Mustran,Snow,FALSE,75.8,40.1,1
3550,Double Lightsaber,84.8%,Experimental Weapon,45.5%,Both,120.0,70.6,82.4,Nabira,Clear,FALSE,72.7,27.2,1
7759,Ancient Jedai Blade,64.8%,Heavy Blaster,62.8%,Both,236.9,58.2,41.4,Corsavant,Snow,TRUE,52.9,54.6,1
3744,Double Lightsaber,73.9%,Experimental Weapon,37.6%,Calmtrooper,52.2,83.7,79.4,Corsavant,Snow,FALSE,84.7,42.3,1
2043,Single Lightsaber,47.3%,Standard Blaster,78.0%,Jedai,180.3,30.4,59.0,Nabira,Sandstorm,TRUE,54.8,53.2,0
6552,Ancient Jedai Blade,68.6%,Heavy Blaster,72.7%,Jedai,149.1,55.8,63.2,Kamira,Snow,FALSE,55.7,49.2,0
8399,Ancient Jedai Blade,68.5%,Heavy Blaster,54.6%,Calmtrooper,71.9,54.3,58.7,Corsavant,Clear,TRUE,51.5,84.2,0
5869,Double Lightsaber,86.5%,Experimental Weapon,39.6%,Calmtrooper,180.4,81.0,58.2,Kamira,Sandstorm,FALSE,71.2,45.0,1
7889,Ancient Jedai Blade,69.5%,Heavy Blaster,68.4%,Both,64.5,57.7,43.5,Tavooine,Clear,TRUE,49.2,59.4,1
488,Single Lightsaber,56.6%,Standard Blaster,78.2%,Jedai,151.9,26.8,35.4,Hroth,Sandstorm,FALSE,29.4,71.5,0
2109,Single Lightsaber,54.1%,Standard Blaster,77.8%,Jedai,86.4,31.3,85.1,Hroth,Clear,FALSE,21.9,67.7,0
2174,Single Lightsaber,38.5%,Standard Blaster,81.7%,Jedai,9.3,36.3,84.8,Nabira,Storm,TRUE,52.7,63.0,0
5734,Double Lightsaber,91.7%,Experimental Weapon,39.1%,Both,145.9,92.0,41.0,Kamira,Storm,TRUE,64.8,21.4,1
4998,Double Lightsaber,86.8%,Experimental Weapon,39.4%,Both,115.3,79.0,88.8,Mustran,Clear,FALSE,72.6,14.0,1
3582,Double Lightsaber,89.2%,Experimental Weapon,41.0%,Calmtrooper,39.3,82.5,83.9,Corsavant,Clear,FALSE,82.1,27.5,1
1123,Single Lightsaber,44.8%,Standard Blaster,78.0%,Jedai,204.8,25.1,81.0,Hroth,Clear,TRUE,46.6,61.4,0
712,Single Lightsaber,45.6%,Standard Blaster,79.8%,Jedai,20.0,25.7,35.8,Nabira,Snow,FALSE,48.5,48.0,0
2097,Single Lightsaber,51.7%,Standard Blaster,78.9%,Jedai,152.6,25.2,66.4,Nabira,Clear,TRUE,44.2,80.4,0
5056,Double Lightsaber,83.2%,Experimental Weapon,47.9%,Both,183.0,84.7,65.6,Mustran,Storm,FALSE,65.6,45.2,1
5020,Double Lightsaber,88.6%,Experimental Weapon,36.8%,Both,192.0,76.0,80.5,Kamira,Storm,TRUE,66.0,37.5,1
1183,Single Lightsaber,58.9%,Standard Blaster,83.3%,Jedai,83.7,36.2,89.8,Corsavant,Storm,TRUE,46.4,81.4,0
2661,Single Lightsaber,51.2%,Standard Blaster,82.9%,Jedai,244.3,31.0,51.4,Kamira,Storm,FALSE,38.1,88.6,0
4427,Double Lightsaber,95.1%,Experimental Weapon,42.5%,Calmtrooper,89.1,81.5,36.1,Mustran,Storm,FALSE,70.7,40.7,1
1857,Single Lightsaber,50.9%,Standard Blaster,72.0%,Jedai,229.4,26.4,60.7,Tavooine,Sandstorm,TRUE,50.6,74.0,0
3481,Double Lightsaber,84.9%,Experimental Weapon,35.6%,Calmtrooper,247.0,80.8,59.9,Eldor,Sandstorm,TRUE,71.3,28.5,1
5605,Double Lightsaber,88.7%,Experimental Weapon,30.8%,Calmtrooper,13.3,77.9,80.3,Nabira,Storm,FALSE,63.8,20.8,1
5331,Double Lightsaber,91.9%,Experimental Weapon,39.1%,Calmtrooper,162.8,79.0,92.0,Tavooine,Clear,FALSE,85.1,24.3,1
1010,Single Lightsaber,58.4%,Standard Blaster,72.2%,Jedai,249.7,22.3,34.7,Hroth,Storm,TRUE,42.0,71.9,0
3332,Double Lightsaber,77.7%,Experimental Weapon,40.5%,Calmtrooper,181.1,69.8,53.2,Kamira,Clear,FALSE,82.2,40.9,1
7658,Ancient Jedai Blade,72.3%,Heavy Blaster,68.9%,Both,185.0,57.3,48.3,Hroth,Sandstorm,FALSE,54.9,67.4,0
4464,Double Lightsaber,84.9%,Experimental Weapon,38.2%,Calmtrooper,43.8,86.0,67.1,Mustran,Sandstorm,FALSE,78.4,35.7,1
6384,Ancient Jedai Blade,72.8%,Heavy Blaster,69.5%,Both,218.7,61.9,55.2,Nabira,Storm,FALSE,65.0,64.1,1
1802,Single Lightsaber,42.3%,Standard Blaster,81.4%,Both,214.4,29.5,82.0,Mustran,Sandstorm,FALSE,27.6,64.4,0
8416,Ancient Jedai Blade,61.1%,Heavy Blaster,59.8%,Jedai,25.4,62.2,89.6,Corsavant,Storm,FALSE,76.3,68.5,0
1797,Single Lightsaber,44.5%,Standard Blaster,88.0%,Both,158.8,30.9,76.4,Eldor,Clear,TRUE,58.4,66.3,0
5521,Double Lightsaber,97.8%,Experimental Weapon,39.6%,Calmtrooper,19.7,78.0,90.5,Corsavant,Snow,FALSE,78.0,22.1,1
2433,Single Lightsaber,47.3%,Standard Blaster,78.4%,Jedai,41.1,28.5,77.9,Kamira,Clear,FALSE,36.3,84.1,0
7003,Ancient Jedai Blade,60.8%,Heavy Blaster,61.6%,Jedai,139.4,47.9,71.3,Mustran,Clear,FALSE,66.2,57.1,0
4800,Double Lightsaber,80.6%,Experimental Weapon,44.3%,Calmtrooper,177.1,74.8,88.7,Hroth,Storm,TRUE,88.9,32.9,1
394,Single Lightsaber,59.4%,Standard Blaster,80.2%,Jedai,155.1,34.5,61.1,Nabira,Storm,TRUE,50.6,70.3,0
2842,Single Lightsaber,46.8%,Standard Blaster,80.4%,Both,79.1,34.1,77.9,Eldor,Storm,TRUE,27.7,67.2,0
74,Single Lightsaber,51.7%,Standard Blaster,79.7%,Jedai,128.1,30.8,78.2,Eldor,Clear,TRUE,30.2,69.8,0
5911,Double Lightsaber,85.3%,Experimental Weapon,39.2%,Calmtrooper,86.6,80.5,58.4,Corsavant,Snow,FALSE,76.8,21.6,1
2588,Single Lightsaber,52.6%,Standard Blaster,74.8%,Jedai,27.5,35.7,61.5,Hroth,Snow,TRUE,34.7,73.9,0
7846,Ancient Jedai Blade,65.5%,Heavy Blaster,60.0%,Both,18.7,53.2,89.8,Hroth,Sandstorm,FALSE,74.4,52.7,0
5812,Double Lightsaber,84.9%,Experimental Weapon,44.6%,Both,219.7,76.9,42.7,Mustran,Storm,TRUE,75.2,10.0,1
5614,Double Lightsaber,87.7%,Experimental Weapon,30.0%,Both,90.4,84.5,39.7,Mustran,Snow,TRUE,78.5,47.9,1
3775,Double Lightsaber,78.9%,Experimental Weapon,39.8%,Calmtrooper,244.6,84.4,71.2,Eldor,Sandstorm,TRUE,97.1,37.8,1
5832,Double Lightsaber,82.3%,Experimental Weapon,36.0%,Calmtrooper,60.4,83.4,46.9,Hroth,Clear,TRUE,70.8,29.4,1
5530,Double Lightsaber,88.3%,Experimental Weapon,44.1%,Calmtrooper,245.2,82.1,35.0,Nabira,Clear,FALSE,68.8,14.8,1
2044,Single Lightsaber,47.3%,Standard Blaster,72.8%,Jedai,159.4,22.0,92.5,Eldor,Storm,TRUE,41.0,75.7,0
416,Single Lightsaber,48.4%,Standard Blaster,81.4%,Jedai,175.2,28.6,48.5,Hroth,Storm,TRUE,31.8,72.2,0
6254,Ancient Jedai Blade,65.4%,Heavy Blaster,61.3%,Both,33.1,48.6,41.8,Kamira,Clear,FALSE,53.5,58.6,0
6933,Ancient Jedai Blade,67.8%,Heavy Blaster,61.2%,Calmtrooper,217.3,61.3,30.9,Hroth,Clear,FALSE,85.6,73.0,1
3264,Double Lightsaber,95.4%,Experimental Weapon,36.6%,Both,164.1,88.1,37.4,Tavooine,Clear,TRUE,79.8,31.8,1
6665,Ancient Jedai Blade,63.0%,Heavy Blaster,56.8%,Calmtrooper,215.4,52.5,63.0,Corsavant,Snow,FALSE,55.2,58.9,0
2351,Single Lightsaber,53.2%,Standard Blaster,89.3%,Jedai,222.8,27.6,33.9,Kamira,Storm,TRUE,37.7,70.5,0
4131,Double Lightsaber,76.5%,Experimental Weapon,37.6%,Both,141.0,84.8,72.1,Kamira,Snow,TRUE,57.9,24.1,1
814,Single Lightsaber,49.7%,Standard Blaster,80.7%,Both,88.5,23.4,69.2,Mustran,Storm,TRUE,37.6,82.9,0
5456,Double Lightsaber,86.7%,Experimental Weapon,41.9%,Both,116.2,73.5,44.5,Mustran,Sandstorm,FALSE,80.5,28.7,1
7017,Ancient Jedai Blade,61.4%,Heavy Blaster,67.4%,Both,194.4,48.0,69.2,Eldor,Snow,TRUE,62.9,63.4,0
497,Single Lightsaber,54.3%,Standard Blaster,75.3%,Jedai,226.5,28.2,38.2,Kamira,Storm,FALSE,44.1,66.6,0
4191,Double Lightsaber,80.6%,Experimental Weapon,41.5%,Calmtrooper,67.4,87.2,72.4,Corsavant,Clear,FALSE,70.8,42.3,1
8135,Ancient Jedai Blade,56.9%,Heavy Blaster,73.4%,Jedai,183.1,54.4,50.3,Nabira,Sandstorm,TRUE,59.8,53.1,0
7321,Ancient Jedai Blade,72.9%,Heavy Blaster,59.4%,Jedai,26.2,50.7,78.2,Eldor,Clear,TRUE,64.1,52.3,0
7413,Ancient Jedai Blade,59.1%,Heavy Blaster,70.8%,Both,124.9,58.6,66.0,Mustran,Sandstorm,TRUE,60.7,75.5,0
2473,Single Lightsaber,55.5%,Standard Blaster,78.6%,Jedai,126.8,30.8,43.4,Tavooine,Clear,FALSE,54.3,62.2,0
5333,Double Lightsaber,91.0%,Experimental Weapon,46.6%,Calmtrooper,123.1,81.9,38.8,Mustran,Snow,FALSE,77.1,38.8,1
5667,Double Lightsaber,85.4%,Experimental Weapon,39.8%,Both,171.0,79.2,85.5,Mustran,Snow,TRUE,80.0,25.9,1
6261,Ancient Jedai Blade,54.0%,Heavy Blaster,63.0%,Both,24.8,56.5,51.8,Hroth,Snow,FALSE,49.4,47.8,1
5929,Double Lightsaber,85.7%,Experimental Weapon,42.9%,Calmtrooper,165.0,75.4,78.4,Corsavant,Sandstorm,TRUE,62.7,35.8,1
591,Single Lightsaber,55.4%,Standard Blaster,78.2%,Jedai,81.7,23.3,78.4,Nabira,Snow,TRUE,56.3,63.4,0
5084,Double Lightsaber,75.4%,Experimental Weapon,39.5%,Calmtrooper,242.0,75.1,78.8,Mustran,Storm,FALSE,81.8,47.8,1
313,Single Lightsaber,49.3%,Standard Blaster,79.7%,Jedai,187.5,29.4,64.6,Tavooine,Clear,FALSE,37.1,79.1,0
8969,Ancient Jedai Blade,59.6%,Heavy Blaster,64.5%,Both,33.7,54.6,74.0,Tavooine,Sandstorm,TRUE,74.9,64.2,0
5770,Double Lightsaber,86.0%,Experimental Weapon,36.9%,Calmtrooper,43.9,73.7,53.6,Eldor,Storm,TRUE,70.8,46.3,1
8078,Ancient Jedai Blade,66.4%,Heavy Blaster,73.7%,Jedai,37.7,51.0,37.2,Eldor,Clear,TRUE,64.2,65.9,0
8946,Ancient Jedai Blade,66.5%,Heavy Blaster,65.1%,Calmtrooper,56.5,56.1,65.0,Hroth,Storm,FALSE,54.8,49.4,0
8645,Ancient Jedai Blade,72.3%,Heavy Blaster,64.8%,Calmtrooper,152.7,50.5,53.5,Hroth,Snow,FALSE,63.6,67.0,0
3849,Double Lightsaber,82.9%,Experimental Weapon,39.9%,Calmtrooper,59.4,84.4,32.3,Tavooine,Sandstorm,TRUE,81.7,40.9,1
1464,Single Lightsaber,44.5%,Standard Blaster,83.1%,Jedai,229.3,29.2,37.5,Corsavant,Clear,TRUE,43.6,79.4,0
5525,Double Lightsaber,88.2%,Experimental Weapon,42.2%,Both,185.1,86.6,79.8,Corsavant,Storm,FALSE,79.0,34.5,1
3686,Double Lightsaber,83.0%,Experimental Weapon,37.1%,Both,104.1,76.6,31.0,Mustran,Clear,TRUE,73.5,21.9,1
